"day","isotype","p","iteration"
"15","IgG2ac","0.925940803712054",32
"15","IgG2b","0.771118965808981",32
"15","IgG3","0.0858733465069952",32
"15","IgM","0.593633945672274",32
"15","TotalG","0.0741293074968146",32
"45","IgG1","0.0257666148906984",32
"45","IgG2ac","0.760247171755016",32
"45","IgG2b","0.293943780324299",32
"45","IgG3","0.784047127244855",32
"45","IgM","0.0373525670390615",32
"45","TotalG","0.35579276818196",32
"7","IgG1","0.651829740383521",33
"7","IgG2ac","0.0959353413618532",33
"7","IgG2b","0.0882473714771062",33
"7","IgG3","0.293161828926346",33
"7","IgM","0.520912823006479",33
"7","TotalG","0.531455614989683",33
"10","IgG1","0.205732737830587",33
"10","IgG2ac","0.476232234080176",33
"10","IgG2b","0.26155081687477",33
"10","IgG3","0.236197402839805",33
"10","IgM","0.85558014725618",33
"10","TotalG","0.0870556153947817",33
"15","IgG1","0.611189368359249",33
"15","IgG2ac","0.446318024430592",33
"15","IgG2b","0.343865115440008",33
"15","IgG3","0.656366405430822",33
"15","IgM","0.965091830902812",33
"15","TotalG","0.822523676159425",33
"45","IgG1","0.303672156592769",33
"45","IgG2ac","0.952121385234267",33
"45","IgG2b","0.115535741420001",33
"45","IgG3","0.645997289244972",33
"45","IgM","0.501921838785067",33
"45","TotalG","0.764675837823338",33
"7","IgG1","0.493875437171628",34
"7","IgG2ac","0.275020058259355",34
"7","IgG2b","0.656133762306811",34
"7","IgG3","0.142502654715927",34
"7","IgM","0.492038160630804",34
"7","TotalG","0.258857133375287",34
"10","IgG1","0.563488772842901",34
"10","IgG2ac","0.621929238987808",34
"10","IgG2b","0.549509630611239",34
"10","IgG3","0.44715892363968",34
"10","IgM","0.635689775302544",34
"10","TotalG","0.749165446759024",34
"15","IgG1","0.346693988691067",34
"15","IgG2ac","0.753878377636434",34
"15","IgG2b","0.171316899019963",34
"15","IgG3","0.628078385872436",34
"15","IgM","0.802408127656992",34
"15","TotalG","0.825602508734027",34
"45","IgG1","0.243937683544681",34
"45","IgG2ac","0.0712967127697136",34
"45","IgG2b","0.17848049321092",34
"45","IgG3","0.933299030428516",34
"45","IgM","0.360324074411739",34
"45","TotalG","0.504740282458787",34
"7","IgG1","0.607608665071014",35
"7","IgG2ac","0.66307266607659",35
"7","IgG2b","0.824643504942647",35
"7","IgG3","0.690269424616818",35
"7","IgM","0.40692107534263",35
"7","TotalG","0.560561982277509",35
"10","IgG1","0.877874622214875",35
"10","IgG2ac","0.9312302113593",35
"10","IgG2b","0.357450810068703",35
"10","IgG3","0.804482296403528",35
"10","IgM","0.435992145229084",35
"10","TotalG","0.738307141480957",35
"15","IgG1","0.0660093149038799",35
"15","IgG2ac","0.621255083372265",35
"15","IgG2b","0.247029627391543",35
"15","IgG3","0.461078158773866",35
"15","IgM","0.555005134404277",35
"15","TotalG","0.0167485960121455",35
"45","IgG1","0.791476490410348",35
"45","IgG2ac","0.634885978194579",35
"45","IgG2b","0.616063850511202",35
"45","IgG3","0.789708973168163",35
"45","IgM","0.197363939881195",35
"45","TotalG","0.939514323870797",35
"7","IgG1","0.361148767671553",36
"7","IgG2ac","0.0585398376244918",36
"7","IgG2b","0.0788599234680343",36
"7","IgG3","0.182137984310685",36
"7","IgM","0.240273938572345",36
"7","TotalG","0.0822860206781185",36
"10","IgG1","0.0205816328728237",36
"10","IgG2ac","0.833024435999724",36
"10","IgG2b","0.247269424674069",36
"10","IgG3","0.177178085269958",36
"10","IgM","0.611234035744529",36
"10","TotalG","0.766724963683898",36
"15","IgG1","0.259890235300573",36
"15","IgG2ac","0.129289761683255",36
"15","IgG2b","0.0998655382870779",36
"15","IgG3","0.198469747526732",36
"15","IgM","0.384749728618785",36
"15","TotalG","0.31616742845647",36
"45","IgG1","0.657441735730733",36
"45","IgG2ac","0.906777579811694",36
"45","IgG2b","0.453782564463169",36
"45","IgG3","0.19532327815234",36
"45","IgM","0.54611788077037",36
"45","TotalG","0.714419136540888",36
"7","IgG1","0.530573003724217",37
"7","IgG2ac","0.962228806165892",37
"7","IgG2b","0.661245623016748",37
"7","IgG3","0.437547871590276",37
"7","IgM","0.253448574989253",37
"7","TotalG","0.093997145391128",37
"10","IgG1","0.664724845355289",37
"10","IgG2ac","0.267922757021149",37
"10","IgG2b","0.763146956570596",37
"10","IgG3","0.249750618919271",37
"10","IgM","0.112908410641753",37
"10","TotalG","0.0318502036456345",37
"15","IgG1","0.348704444138396",37
"15","IgG2ac","0.875964131159402",37
"15","IgG2b","0.889306202969133",37
"15","IgG3","0.441953067642929",37
"15","IgM","0.902335011831646",37
"15","TotalG","0.850852813189879",37
"45","IgG1","0.865682874464256",37
"45","IgG2ac","0.577336243038447",37
"45","IgG2b","0.340185432567326",37
"45","IgG3","0.705128222205751",37
"45","IgM","0.984839089697295",37
"45","TotalG","0.257299632459088",37
"7","IgG1","0.267703887307524",38
"7","IgG2ac","0.528054040690456",38
"7","IgG2b","0.768228076709391",38
"7","IgG3","0.704277357676658",38
"7","IgM","0.656306097142749",38
"7","TotalG","0.689194542031982",38
"10","IgG1","0.515992132681587",38
"10","IgG2ac","0.388744805013841",38
"10","IgG2b","0.899220283315658",38
"10","IgG3","0.523962524385357",38
"10","IgM","0.908039612042219",38
"10","TotalG","0.30093333275655",38
"15","IgG1","0.422333927533216",38
"15","IgG2ac","0.786668009787714",38
"15","IgG2b","0.903143903463662",38
"15","IgG3","0.391304420723321",38
"15","IgM","0.617652300041321",38
"15","TotalG","0.926750322795902",38
"45","IgG1","0.172084289639059",38
"45","IgG2ac","0.6785784619622",38
"45","IgG2b","0.47646554830246",38
"45","IgG3","0.849516486420404",38
"45","IgM","0.70004250246291",38
"45","TotalG","0.697383225752276",38
"7","IgG1","0.918332353733671",39
"7","IgG2ac","0.806611669713399",39
"7","IgG2b","0.721700565281033",39
"7","IgG3","0.486219119636878",39
"7","IgM","0.618294556997852",39
"7","TotalG","0.797802492635024",39
"10","IgG1","0.458938082916012",39
"10","IgG2ac","0.737344633833342",39
"10","IgG2b","0.917072806330916",39
"10","IgG3","0.398169232498378",39
"10","IgM","0.0284775496150868",39
"10","TotalG","0.514265797302763",39
"15","IgG1","0.101998340100962",39
"15","IgG2ac","0.945187436959631",39
"15","IgG2b","0.803012523238133",39
"15","IgG3","0.448584572078336",39
"15","IgM","0.412471210404104",39
"15","TotalG","0.98890998240134",39
"45","IgG1","0.801590691216284",39
"45","IgG2ac","0.753161269473025",39
"45","IgG2b","0.239638083666",39
"45","IgG3","0.942997958537887",39
"45","IgM","0.327503769422087",39
"45","TotalG","0.19747442145381",39
"7","IgG1","0.0270644264218071",40
"7","IgG2ac","0.750901109184114",40
"7","IgG2b","0.248044412955699",40
"7","IgG3","0.240845700891104",40
"7","IgM","0.34412719981158",40
"7","TotalG","0.575416492968019",40
"10","IgG1","0.728699982501833",40
"10","IgG2ac","0.847710467628767",40
"10","IgG2b","0.628030536125498",40
"10","IgG3","0.70597410711794",40
"10","IgM","0.179361083923226",40
"10","TotalG","0.795303798488991",40
"15","IgG1","0.346021657839506",40
"15","IgG2ac","0.981262386070322",40
"15","IgG2b","0.679336447896438",40
"15","IgG3","0.620456487296773",40
"15","IgM","0.974269634586968",40
"15","TotalG","0.785014818005064",40
"45","IgG1","0.732223275384127",40
"45","IgG2ac","0.59271521705933",40
"45","IgG2b","0.494423482339228",40
"45","IgG3","0.826603608538934",40
"45","IgM","0.71079527054409",40
"45","TotalG","0.772452710966131",40
"7","IgG1","0.316278977930022",41
"7","IgG2ac","0.61381894858874",41
"7","IgG2b","0.477220187153715",41
"7","IgG3","0.151701972414318",41
"7","IgM","0.00382594550798391",41
"7","TotalG","0.304235438087803",41
"10","IgG1","0.341309581280238",41
"10","IgG2ac","0.165677627294443",41
"10","IgG2b","0.14680339065896",41
"10","IgG3","0.378444831995953",41
"10","IgM","0.302737443537456",41
"10","TotalG","0.608979127204393",41
"15","IgG1","0.0110899283440768",41
"15","IgG2ac","0.103580371823043",41
"15","IgG2b","0.154781681741775",41
"15","IgG3","0.723067919212851",41
"15","IgM","0.625248622258984",41
"15","TotalG","0.654440944538704",41
"45","IgG1","0.691313864982087",41
"45","IgG2ac","0.306538584869599",41
"45","IgG2b","0.575825936353925",41
"45","IgG3","0.24396835565726",41
"45","IgM","0.914200559560273",41
"45","TotalG","0.452992179107662",41
"7","IgG1","0.369767810400118",42
"7","IgG2ac","0.903189928469712",42
"7","IgG2b","0.742710636177852",42
"7","IgG3","0.491501566729972",42
"7","IgM","0.051682889813825",42
"7","TotalG","0.460004781818082",42
"10","IgG1","0.281712560971325",42
"10","IgG2ac","0.806269872174264",42
"10","IgG2b","0.409635161958598",42
"10","IgG3","0.489766917200966",42
"10","IgM","0.628758726774025",42
"10","TotalG","0.450613153304197",42
"15","IgG1","0.0132954457937703",42
"15","IgG2ac","2.44632013572453e-05",42
"15","IgG2b","0.00144718857436037",42
"15","IgG3","0.000298021151359573",42
"15","IgM","0.0406392805001623",42
"15","TotalG","4.4383648220724e-06",42
"45","IgG1","0.289079533629249",42
"45","IgG2ac","0.209172008331551",42
"45","IgG2b","0.667265735556821",42
"45","IgG3","0.815756671558078",42
"45","IgM","0.910883841086857",42
"45","TotalG","0.610172148786925",42
"7","IgG1","0.736333269208259",43
"7","IgG2ac","0.501294781046569",43
"7","IgG2b","0.571396265466103",43
"7","IgG3","0.601662795651281",43
"7","IgM","0.77718980933981",43
"7","TotalG","0.658224859972391",43
"10","IgG1","0.886569824719715",43
"10","IgG2ac","0.0397760927577517",43
"10","IgG2b","0.0111405502642529",43
"10","IgG3","0.00112296535319318",43
"10","IgM","0.891132914481219",43
"10","TotalG","0.00510947859952722",43
"15","IgG1","0.177396368118344",43
"15","IgG2ac","0.773975027930074",43
"15","IgG2b","0.0707103174336468",43
"15","IgG3","0.431105075731223",43
"15","IgM","0.308731707107164",43
"15","TotalG","0.334411666925896",43
"45","IgG1","0.319768126820687",43
"45","IgG2ac","0.401020924805884",43
"45","IgG2b","0.458443891508769",43
"45","IgG3","0.106391446363425",43
"45","IgM","0.690308483604521",43
"45","TotalG","0.264491325517715",43
"7","IgG1","0.477211775943247",44
"7","IgG2ac","0.609513297283209",44
"7","IgG2b","0.665474740791027",44
"7","IgG3","0.85991852549167",44
"7","IgM","0.770659760197982",44
"7","TotalG","0.169007947982438",44
"10","IgG1","0.244575165820773",44
"10","IgG2ac","0.902604571178922",44
"10","IgG2b","0.473012812529056",44
"10","IgG3","0.855479340584699",44
"10","IgM","0.429549813767749",44
"10","TotalG","0.658175060014555",44
"15","IgG1","0.0353952899672612",44
"15","IgG2ac","0.859121110760638",44
"15","IgG2b","0.966721574246466",44
"15","IgG3","0.263876011556467",44
"15","IgM","0.0215471779629078",44
"15","TotalG","0.262786811004814",44
"45","IgG1","0.322244090719995",44
"45","IgG2ac","0.272595417426965",44
"45","IgG2b","0.149059207162045",44
"45","IgG3","0.601563335761386",44
"45","IgM","0.42839204729754",44
"45","TotalG","0.385446807526873",44
"7","IgG1","0.342517373696346",45
"7","IgG2ac","0.308572673286872",45
"7","IgG2b","0.704875479461606",45
"7","IgG3","0.344986709723037",45
"7","IgM","0.0480377867323867",45
"7","TotalG","0.823162167699785",45
"10","IgG1","0.720368869214445",45
"10","IgG2ac","0.106691187191479",45
"10","IgG2b","0.057047822913147",45
"10","IgG3","0.589490942293165",45
"10","IgM","0.855413217282211",45
"10","TotalG","0.0163128989204456",45
"15","IgG1","0.472148280645067",45
"15","IgG2ac","0.204785327620012",45
"15","IgG2b","0.0496661137771585",45
"15","IgG3","0.47615301609401",45
"15","IgM","0.361735164548338",45
"15","TotalG","0.194364784468135",45
"45","IgG1","0.853971573251532",45
"45","IgG2ac","0.382337610789246",45
"45","IgG2b","0.337116630817941",45
"45","IgG3","0.175788029162631",45
"45","IgM","0.833383618355569",45
"45","TotalG","0.181658906658298",45
"7","IgG1","0.710871406954632",46
"7","IgG2ac","0.798626709622327",46
"7","IgG2b","0.753012339851932",46
"7","IgG3","0.703134871800346",46
"7","IgM","0.604182163829971",46
"7","TotalG","0.253223974534512",46
"10","IgG1","0.838170196232561",46
"10","IgG2ac","0.879320907822497",46
"10","IgG2b","0.691173758830242",46
"10","IgG3","0.934680635225176",46
"10","IgM","0.601127281139486",46
"10","TotalG","0.554403548239655",46
"15","IgG1","0.601140370152383",46
"15","IgG2ac","0.800593905166692",46
"15","IgG2b","0.863674750734609",46
"15","IgG3","0.4129648800406",46
"15","IgM","0.401513670047201",46
"15","TotalG","0.210171688537997",46
"45","IgG1","0.26547647584341",46
"45","IgG2ac","0.297046247047396",46
"45","IgG2b","0.950979029075462",46
"45","IgG3","0.998022750035916",46
"45","IgM","0.360851996591631",46
"45","TotalG","0.11685315702118",46
"7","IgG1","0.0672022017664389",47
"7","IgG2ac","0.648968361100105",47
"7","IgG2b","0.155241962806881",47
"7","IgG3","0.801489489948429",47
"7","IgM","0.0504362351012544",47
"7","TotalG","0.487240262480481",47
"10","IgG1","0.392993572222817",47
"10","IgG2ac","0.85041083572819",47
"10","IgG2b","0.958884673916816",47
"10","IgG3","0.532261245878639",47
"10","IgM","0.211756004143573",47
"10","TotalG","0.967016761417415",47
"15","IgG1","0.313418505232458",47
"15","IgG2ac","0.662727625959225",47
"15","IgG2b","0.859399756906872",47
"15","IgG3","0.127537436496184",47
"15","IgM","0.763469696054654",47
"15","TotalG","0.597614521010768",47
"45","IgG1","0.683704438610644",47
"45","IgG2ac","0.314372810048083",47
"45","IgG2b","0.0613275210761697",47
"45","IgG3","0.494183229860016",47
"45","IgM","0.15625923257917",47
"45","TotalG","0.0933436093586614",47
"7","IgG1","0.149082290169431",48
"7","IgG2ac","0.831915253936577",48
"7","IgG2b","0.126448455653413",48
"7","IgG3","0.0355053976995922",48
"7","IgM","0.657908790156314",48
"7","TotalG","0.088577382492249",48
"10","IgG1","0.490881912419253",48
"10","IgG2ac","0.180238399330465",48
"10","IgG2b","0.164474762187415",48
"10","IgG3","0.204989494039899",48
"10","IgM","0.966206087529651",48
"10","TotalG","0.375582900192065",48
"15","IgG1","0.229229935424043",48
"15","IgG2ac","0.946927367497316",48
"15","IgG2b","0.466436776767685",48
"15","IgG3","0.131239209704173",48
"15","IgM","0.987887731362775",48
"15","TotalG","0.317857110926327",48
"45","IgG1","0.898327699512095",48
"45","IgG2ac","0.727616458104844",48
"45","IgG2b","0.271195789059367",48
"45","IgG3","0.016335111890988",48
"45","IgM","0.20580722625382",48
"45","TotalG","0.418532588187382",48
"7","IgG1","0.753674735357708",49
"7","IgG2ac","0.40183980971557",49
"7","IgG2b","0.773892305815281",49
"7","IgG3","0.583943664895408",49
"7","IgM","0.238730680222521",49
"7","TotalG","0.941636850646046",49
"10","IgG1","0.881875282226567",49
"10","IgG2ac","0.517833886828584",49
"10","IgG2b","0.365491277959776",49
"10","IgG3","0.101343030805901",49
"10","IgM","0.0177659080496264",49
"10","TotalG","0.822315107792828",49
"15","IgG1","0.287897539082574",49
"15","IgG2ac","0.0158701097098087",49
"15","IgG2b","0.121139376647344",49
"15","IgG3","0.00761951040474027",49
"15","IgM","0.278702077602358",49
"15","TotalG","0.115399067974074",49
"45","IgG1","0.172755737077509",49
"45","IgG2ac","0.724034303999032",49
"45","IgG2b","0.0968391371477811",49
"45","IgG3","0.465850163818483",49
"45","IgM","0.902590822303746",49
"45","TotalG","0.55175731709153",49
"7","IgG1","0.331430695192628",50
"7","IgG2ac","0.864445070181268",50
"7","IgG2b","0.797990749193766",50
"7","IgG3","0.390179325252409",50
"7","IgM","0.400833850571353",50
"7","TotalG","0.830832467857284",50
"10","IgG1","0.481816575475129",50
"10","IgG2ac","0.220052887452261",50
"10","IgG2b","0.387952259735096",50
"10","IgG3","0.0723478766791419",50
"10","IgM","0.421581226827263",50
"10","TotalG","0.211921118100971",50
"15","IgG1","0.821196169891591",50
"15","IgG2ac","0.676932092991986",50
"15","IgG2b","0.629091570300044",50
"15","IgG3","0.377006283343013",50
"15","IgM","0.938859813851957",50
"15","TotalG","0.707390742780603",50
"45","IgG1","0.420443123870251",50
"45","IgG2ac","0.999420854110081",50
"45","IgG2b","0.74129784221132",50
"45","IgG3","0.31114435129091",50
"45","IgM","0.582864695738396",50
"45","TotalG","0.576400209634723",50
"7","IgG1","0.319883325647934",51
"7","IgG2ac","0.935824324381856",51
"7","IgG2b","0.81814793109552",51
"7","IgG3","0.831923107269121",51
"7","IgM","0.750908938001441",51
"7","TotalG","0.736321022525837",51
"10","IgG1","0.0441889802118197",51
"10","IgG2ac","0.904886522765308",51
"10","IgG2b","0.976932617293968",51
"10","IgG3","0.407464306982041",51
"10","IgM","0.747544198750027",51
"10","TotalG","0.373116987742188",51
"15","IgG1","0.751291693907137",51
"15","IgG2ac","0.903596253069878",51
"15","IgG2b","0.806509392169371",51
"15","IgG3","0.985524335066138",51
"15","IgM","0.960490397309005",51
"15","TotalG","0.529188599823265",51
"45","IgG1","0.12202292044486",51
"45","IgG2ac","0.58066491833901",51
"45","IgG2b","0.74871180808938",51
"45","IgG3","0.47234118584863",51
"45","IgM","0.188431670605599",51
"45","TotalG","0.972040237703078",51
"7","IgG1","0.253196669142945",52
"7","IgG2ac","0.353537598380736",52
"7","IgG2b","0.620407936821517",52
"7","IgG3","0.0599664471563806",52
"7","IgM","0.229790236259039",52
"7","TotalG","0.0764228340931041",52
"10","IgG1","0.76145141401356",52
"10","IgG2ac","0.677597234591798",52
"10","IgG2b","0.346553776067695",52
"10","IgG3","0.269023800019416",52
"10","IgM","0.238844655307947",52
"10","TotalG","0.499587373704379",52
"15","IgG1","0.209990115431137",52
"15","IgG2ac","0.140311961287268",52
"15","IgG2b","0.720380430691346",52
"15","IgG3","0.528513520721939",52
"15","IgM","0.635888115200985",52
"15","TotalG","0.861897678718212",52
"45","IgG1","0.377215882320266",52
"45","IgG2ac","0.846850234977388",52
"45","IgG2b","0.530237494712971",52
"45","IgG3","0.399223550475321",52
"45","IgM","0.452921797146914",52
"45","TotalG","0.590533776016898",52
"7","IgG1","0.310732775729843",53
"7","IgG2ac","0.624837290033205",53
"7","IgG2b","0.652450610802875",53
"7","IgG3","0.745136078583938",53
"7","IgM","0.973907428538055",53
"7","TotalG","0.0896614263813849",53
"10","IgG1","0.500114123796151",53
"10","IgG2ac","0.550835096613043",53
"10","IgG2b","0.628583507147124",53
"10","IgG3","0.949550043276577",53
"10","IgM","0.204669894202994",53
"10","TotalG","0.806755514486154",53
"15","IgG1","0.515812622408482",53
"15","IgG2ac","0.545844329568937",53
"15","IgG2b","0.179205166569105",53
"15","IgG3","0.545850933107747",53
"15","IgM","0.974767565799067",53
"15","TotalG","0.475707305925818",53
"45","IgG1","0.626571527834479",53
"45","IgG2ac","0.132684534080295",53
"45","IgG2b","0.0607919157029759",53
"45","IgG3","0.109089137164534",53
"45","IgM","0.964473127401409",53
"45","TotalG","0.783829880620764",53
"7","IgG1","0.880651053339105",54
"7","IgG2ac","0.957782658150303",54
"7","IgG2b","0.857917203584829",54
"7","IgG3","0.411493928171174",54
"7","IgM","0.481107987423355",54
"7","TotalG","0.342168479122494",54
"10","IgG1","0.348323635703356",54
"10","IgG2ac","0.282001610190098",54
"10","IgG2b","0.885540017505196",54
"10","IgG3","0.509238776896233",54
"10","IgM","0.430204653162221",54
"10","TotalG","0.825349550530682",54
"15","IgG1","0.190479695047235",54
"15","IgG2ac","0.110633420855116",54
"15","IgG2b","0.666154281514741",54
"15","IgG3","0.56409157335902",54
"15","IgM","0.482132838519151",54
"15","TotalG","0.765928669567645",54
"45","IgG1","0.952958757878594",54
"45","IgG2ac","0.537278674480361",54
"45","IgG2b","0.461085168937255",54
"45","IgG3","0.870193845771309",54
"45","IgM","0.139284035095954",54
"45","TotalG","0.27164877048627",54
"7","IgG1","0.622800522131178",55
"7","IgG2ac","0.246461905328306",55
"7","IgG2b","0.491739056231509",55
"7","IgG3","0.0317380716771329",55
"7","IgM","0.861885155301177",55
"7","TotalG","0.220776332133087",55
"10","IgG1","0.551248546195542",55
"10","IgG2ac","0.535413874462942",55
"10","IgG2b","0.327145811237199",55
"10","IgG3","0.367726135355556",55
"10","IgM","0.43200178497338",55
"10","TotalG","0.417433353816954",55
"15","IgG1","0.660114787687381",55
"15","IgG2ac","0.161515822653195",55
"15","IgG2b","0.238211676474272",55
"15","IgG3","0.294720414883374",55
"15","IgM","0.89184936924982",55
"15","TotalG","0.414354179698316",55
"45","IgG1","0.0481079973370832",55
"45","IgG2ac","0.0371132204669148",55
"45","IgG2b","0.278828039435628",55
"45","IgG3","0.26517968920557",55
"45","IgM","0.715116796113481",55
"45","TotalG","0.658056135190334",55
"7","IgG1","0.236484150157838",56
"7","IgG2ac","0.156462223773191",56
"7","IgG2b","0.0379024820201112",56
"7","IgG3","0.978090279413582",56
"7","IgM","0.691008894616248",56
"7","TotalG","0.137457896847862",56
"10","IgG1","0.210099790302979",56
"10","IgG2ac","0.0832422027345574",56
"10","IgG2b","0.0166776555859751",56
"10","IgG3","0.0141316653845995",56
"10","IgM","0.0392800468217821",56
"10","TotalG","0.0021041410563268",56
"15","IgG1","0.968753098823977",56
"15","IgG2ac","0.220437402798425",56
"15","IgG2b","0.201061491083808",56
"15","IgG3","0.037220494320152",56
"15","IgM","0.0413618124190602",56
"15","TotalG","0.288179693907482",56
"45","IgG1","0.181152663603241",56
"45","IgG2ac","0.716177206993034",56
"45","IgG2b","0.129213037196636",56
"45","IgG3","0.307637591428218",56
"45","IgM","0.839089216969796",56
"45","TotalG","0.892598911038842",56
"7","IgG1","0.480419438093939",57
"7","IgG2ac","0.412032929371462",57
"7","IgG2b","0.607779785090306",57
"7","IgG3","0.822031334758189",57
"7","IgM","0.0327895492208766",57
"7","TotalG","0.15206960413322",57
"10","IgG1","0.503592913693807",57
"10","IgG2ac","0.426932066898858",57
"10","IgG2b","0.388745740333327",57
"10","IgG3","0.411313609276619",57
"10","IgM","0.510243611128821",57
"10","TotalG","0.3754785838198",57
"15","IgG1","0.464392087139164",57
"15","IgG2ac","0.958955023458419",57
"15","IgG2b","0.969553774105215",57
"15","IgG3","0.62802692423745",57
"15","IgM","0.100945124210324",57
"15","TotalG","0.839027935751421",57
"45","IgG1","0.00750652781937856",57
"45","IgG2ac","0.400091026572967",57
"45","IgG2b","0.506218814867928",57
"45","IgG3","0.299930364615569",57
"45","IgM","0.646481314310904",57
"45","TotalG","0.282120535796514",57
"7","IgG1","0.739010781778723",58
"7","IgG2ac","0.106220747854363",58
"7","IgG2b","0.449212933375098",58
"7","IgG3","0.470368684840599",58
"7","IgM","0.198357589129016",58
"7","TotalG","0.816371378284689",58
"10","IgG1","0.507961421573165",58
"10","IgG2ac","0.458285462019064",58
"10","IgG2b","0.325462080976664",58
"10","IgG3","0.108808498517351",58
"10","IgM","0.582521825744612",58
"10","TotalG","0.542417112987526",58
"15","IgG1","0.0262786889461928",58
"15","IgG2ac","0.146825879767669",58
"15","IgG2b","0.460516728093711",58
"15","IgG3","0.75719588528858",58
"15","IgM","0.848687441069952",58
"15","TotalG","0.0743730241612165",58
"45","IgG1","0.19122939978997",58
"45","IgG2ac","0.835152071036868",58
"45","IgG2b","0.637910765723175",58
"45","IgG3","0.879681597776363",58
"45","IgM","0.58375625384253",58
"45","TotalG","0.899676216827015",58
"7","IgG1","0.727693063929624",59
"7","IgG2ac","0.575850293286429",59
"7","IgG2b","0.451198671271703",59
"7","IgG3","0.96526656873301",59
"7","IgM","0.29739242036697",59
"7","TotalG","0.613775454944188",59
"10","IgG1","0.0609147294849517",59
"10","IgG2ac","0.238471301560659",59
"10","IgG2b","0.771733931803084",59
"10","IgG3","0.0564402450860231",59
"10","IgM","0.703715556509811",59
"10","TotalG","0.228527700983501",59
"15","IgG1","0.942067744111753",59
"15","IgG2ac","0.280864835425345",59
"15","IgG2b","0.0324815502223042",59
"15","IgG3","0.014741875018622",59
"15","IgM","0.0224906418913512",59
"15","TotalG","0.119545747015203",59
"45","IgG1","0.956361327078152",59
"45","IgG2ac","0.109587280011392",59
"45","IgG2b","0.283260467691753",59
"45","IgG3","0.0761803014449764",59
"45","IgM","0.787447881677204",59
"45","TotalG","0.133910298431849",59
"7","IgG1","0.0959980369899155",60
"7","IgG2ac","0.163065401595971",60
"7","IgG2b","0.383762573977977",60
"7","IgG3","0.0439893585879042",60
"7","IgM","0.556492196179657",60
"7","TotalG","0.638789327030299",60
"10","IgG1","0.335351521028297",60
"10","IgG2ac","0.357668083012173",60
"10","IgG2b","0.671009817954774",60
"10","IgG3","0.934322221322295",60
"10","IgM","0.333249488615525",60
"10","TotalG","0.487042686132842",60
"15","IgG1","0.0525531196298601",60
"15","IgG2ac","0.413391928501975",60
"15","IgG2b","0.520637306131685",60
"15","IgG3","0.76139035863645",60
"15","IgM","0.942073605094143",60
"15","TotalG","0.461711084103238",60
"45","IgG1","0.495663603926483",60
"45","IgG2ac","0.734604454382092",60
"45","IgG2b","0.7040627015338",60
"45","IgG3","0.531802354055912",60
"45","IgM","0.617855964009994",60
"45","TotalG","0.935728976518651",60
"7","IgG1","0.0600851135833175",61
"7","IgG2ac","0.27622813596479",61
"7","IgG2b","0.886086739248995",61
"7","IgG3","0.552992782427836",61
"7","IgM","0.967622666747831",61
"7","TotalG","0.454765471866479",61
"10","IgG1","0.222494933695683",61
"10","IgG2ac","0.215113540144152",61
"10","IgG2b","0.471082072063382",61
"10","IgG3","0.136411614356355",61
"10","IgM","0.45168862449863",61
"10","TotalG","0.190811912430514",61
"15","IgG1","0.302244220979522",61
"15","IgG2ac","0.367858529752138",61
"15","IgG2b","0.84284607025709",61
"15","IgG3","0.627813433109969",61
"15","IgM","0.408397760329513",61
"15","TotalG","0.705837431646167",61
"45","IgG1","0.186926940320556",61
"45","IgG2ac","0.183598203864864",61
"45","IgG2b","0.120509977223474",61
"45","IgG3","0.542664164160421",61
"45","IgM","0.72022387205705",61
"45","TotalG","0.221339432637193",61
"7","IgG1","0.438760258671129",62
"7","IgG2ac","0.687090490957715",62
"7","IgG2b","0.974661942157484",62
"7","IgG3","0.720355387614608",62
"7","IgM","0.184265450573877",62
"7","TotalG","0.137693357708421",62
"10","IgG1","0.973126779527431",62
"10","IgG2ac","0.150043309176936",62
"10","IgG2b","0.105988073591526",62
"10","IgG3","0.476743266162466",62
"10","IgM","0.256165397364506",62
"10","TotalG","0.597127181111555",62
"15","IgG1","0.301705057266744",62
"15","IgG2ac","0.20100337462382",62
"15","IgG2b","0.21750908820505",62
"15","IgG3","0.00787344461573476",62
"15","IgM","0.221809852522662",62
"15","TotalG","0.342734090467315",62
"45","IgG1","0.480959758912214",62
"45","IgG2ac","0.323734114184147",62
"45","IgG2b","0.653685798056627",62
"45","IgG3","0.778968438994921",62
"45","IgM","0.259807554134398",62
"45","TotalG","0.376387519687208",62
"7","IgG1","0.293775224782221",63
"7","IgG2ac","0.142076451345704",63
"7","IgG2b","0.0767224606277936",63
"7","IgG3","0.154593088105355",63
"7","IgM","0.966278077681608",63
"7","TotalG","0.716175745554257",63
"10","IgG1","0.946994746099851",63
"10","IgG2ac","0.735358605295364",63
"10","IgG2b","0.507604851214579",63
"10","IgG3","0.00993879348064625",63
"10","IgM","0.18546452686166",63
"10","TotalG","0.135215838718465",63
"15","IgG1","0.236705778469212",63
"15","IgG2ac","0.0930315757055163",63
"15","IgG2b","0.116802672641329",63
"15","IgG3","0.145199525382796",63
"15","IgM","0.955921349877141",63
"15","TotalG","0.0746579538729482",63
"45","IgG1","0.526444101682288",63
"45","IgG2ac","0.565490191040341",63
"45","IgG2b","0.361572565986074",63
"45","IgG3","0.747790590326976",63
"45","IgM","0.0947571892368793",63
"45","TotalG","0.921209617937587",63
"7","IgG1","0.48211380556318",64
"7","IgG2ac","0.813843265218825",64
"7","IgG2b","0.649547516572375",64
